,Product_name,Sale price,Actual Price,Ratting,Person Ratting,Offer,No of Ratting,No of Reviews
0,"APPLE iPhone 13 (Starlight, 128 GB)","₹65,999","₹69,900",4.7,"1,61,593 Ratings & 8,794 Reviews",5% off,"1,61,593"," 8,794 Reviews"
1,"APPLE iPhone 13 (Pink, 128 GB)","₹65,999","₹69,900",4.7,"1,61,593 Ratings & 8,794 Reviews",5% off,"1,61,593"," 8,794 Reviews"
2,"APPLE iPhone 13 (Midnight, 128 GB)","₹65,999","₹69,900",4.7,"1,61,593 Ratings & 8,794 Reviews",5% off,"1,61,593"," 8,794 Reviews"
3,"APPLE iPhone 13 (Blue, 128 GB)","₹65,999","₹69,900",4.7,"1,61,593 Ratings & 8,794 Reviews",5% off,"1,61,593"," 8,794 Reviews"
4,"APPLE iPhone 13 (Green, 128 GB)","₹65,999","₹69,900",4.7,"1,61,593 Ratings & 8,794 Reviews",5% off,"1,61,593"," 8,794 Reviews"
5,"APPLE iPhone 11 (White, 128 GB)","₹48,900",Same Price,4.6,"1,69,249 Ratings & 10,056 Reviews",No offer this product,"1,69,249"," 10,056 Reviews"
6,"APPLE iPhone 11 (White, 64 GB)","₹39,999","₹43,990",4.6,"1,69,249 Ratings & 10,056 Reviews",9% off,"1,69,249"," 10,056 Reviews"
7,"APPLE iPhone 11 (Black, 64 GB)","₹39,999","₹43,900",4.6,"1,69,249 Ratings & 10,056 Reviews",8% off,"1,69,249"," 10,056 Reviews"
8,"APPLE iPhone 11 (Black, 128 GB)","₹48,900",Same Price,4.6,"1,69,249 Ratings & 10,056 Reviews",No offer this product,"1,69,249"," 10,056 Reviews"
9,"APPLE iPhone 11 (Purple, 64 GB)","₹39,999","₹43,900",4.6,"1,69,249 Ratings & 10,056 Reviews",8% off,"1,69,249"," 10,056 Reviews"
10,"APPLE iPhone 12 (Black, 64 GB)","₹48,999","₹59,900",4.6,"1,84,694 Ratings & 12,596 Reviews",18% off,"1,84,694"," 12,596 Reviews"
11,"APPLE iPhone 11 (Purple, 128 GB)","₹44,999","₹48,900",4.6,"1,69,249 Ratings & 10,056 Reviews",7% off,"1,69,249"," 10,056 Reviews"
12,"APPLE iPhone 12 (Blue, 64 GB)","₹48,999","₹59,900",4.6,"1,84,694 Ratings & 12,596 Reviews",18% off,"1,84,694"," 12,596 Reviews"
13,"APPLE iPhone 12 Mini (Blue, 64 GB)","₹43,999","₹59,900",4.5,"1,18,327 Ratings & 9,450 Reviews",26% off,"1,18,327"," 9,450 Reviews"
14,"APPLE iPhone 11 (Green, 64 GB)","₹39,999","₹43,990",4.6,"1,69,249 Ratings & 10,056 Reviews",9% off,"1,69,249"," 10,056 Reviews"
15,"APPLE iPhone 12 Mini (Black, 64 GB)","₹43,999","₹59,900",4.5,"1,18,327 Ratings & 9,450 Reviews",26% off,"1,18,327"," 9,450 Reviews"
16,"APPLE iPhone 12 Mini (White, 64 GB)","₹43,999","₹59,900",4.5,"1,18,327 Ratings & 9,450 Reviews",26% off,"1,18,327"," 9,450 Reviews"
17,"APPLE iPhone 13 ((PRODUCT)RED, 128 GB)","₹65,999","₹69,900",4.7,"1,61,593 Ratings & 8,794 Reviews",5% off,"1,61,593"," 8,794 Reviews"
18,"APPLE iPhone 12 Mini (Black, 128 GB)","₹48,999","₹64,900",4.5,"1,18,327 Ratings & 9,450 Reviews",24% off,"1,18,327"," 9,450 Reviews"
19,"APPLE iPhone 12 Mini (White, 128 GB)","₹48,999","₹64,900",4.5,"1,18,327 Ratings & 9,450 Reviews",24% off,"1,18,327"," 9,450 Reviews"
20,"APPLE iPhone 12 (Purple, 64 GB)","₹48,999","₹59,900",4.6,"1,84,694 Ratings & 12,596 Reviews",18% off,"1,84,694"," 12,596 Reviews"
21,"APPLE iPhone 11 (Red, 128 GB)","₹44,999","₹48,900",4.6,"1,69,249 Ratings & 10,056 Reviews",7% off,"1,69,249"," 10,056 Reviews"
22,"APPLE iPhone 11 (Red, 64 GB)","₹39,999","₹43,900",4.6,"1,69,249 Ratings & 10,056 Reviews",8% off,"1,69,249"," 10,056 Reviews"
23,"APPLE iPhone 11 (Yellow, 128 GB)","₹45,999","₹48,900",4.6,"1,69,249 Ratings & 10,056 Reviews",5% off,"1,69,249"," 10,056 Reviews"
24,"APPLE iPhone 14 Plus (Starlight, 256 GB)","₹97,400","₹99,900",4.5,196 Ratings & 24 Reviews,2% off,196, 24 Reviews
25,"APPLE iPhone 12 Mini (Blue, 128 GB)","₹48,999","₹64,900",4.5,"1,18,327 Ratings & 9,450 Reviews",24% off,"1,18,327"," 9,450 Reviews"
26,"APPLE iPhone 13 (Green, 256 GB)","₹74,999","₹79,900",4.7,"1,61,593 Ratings & 8,794 Reviews",6% off,"1,61,593"," 8,794 Reviews"
27,"APPLE iPhone 12 (Red, 128 GB)","₹53,999","₹64,900",4.6,"1,84,694 Ratings & 12,596 Reviews",16% off,"1,84,694"," 12,596 Reviews"
28,"APPLE iPhone 12 Mini (Red, 64 GB)","₹43,999","₹59,900",4.5,"1,18,327 Ratings & 9,450 Reviews",26% off,"1,18,327"," 9,450 Reviews"
29,"APPLE iPhone 13 ((PRODUCT)RED, 256 GB)","₹74,999","₹79,900",4.7,"1,61,593 Ratings & 8,794 Reviews",6% off,"1,61,593"," 8,794 Reviews"
30,"APPLE iPhone 12 (Black, 128 GB)","₹53,999","₹64,900",4.6,"1,84,694 Ratings & 12,596 Reviews",16% off,"1,84,694"," 12,596 Reviews"
31,"APPLE iPhone 12 (White, 128 GB)","₹53,999","₹64,900",4.6,"1,84,694 Ratings & 12,596 Reviews",16% off,"1,84,694"," 12,596 Reviews"
32,"APPLE iPhone 13 (Starlight, 256 GB)","₹74,999","₹79,900",4.7,"1,61,593 Ratings & 8,794 Reviews",6% off,"1,61,593"," 8,794 Reviews"
33,"APPLE iPhone 12 Mini (Red, 128 GB)","₹48,999","₹64,900",4.5,"1,18,327 Ratings & 9,450 Reviews",24% off,"1,18,327"," 9,450 Reviews"
34,"APPLE iPhone 12 (Red, 64 GB)","₹48,999","₹59,900",4.6,"1,84,694 Ratings & 12,596 Reviews",18% off,"1,84,694"," 12,596 Reviews"
35,"APPLE iPhone 13 (Blue, 256 GB)","₹74,999","₹79,900",4.7,"1,61,593 Ratings & 8,794 Reviews",6% off,"1,61,593"," 8,794 Reviews"
36,"APPLE iPhone 14 Plus ((PRODUCT)RED, 128 GB)","₹87,400","₹89,900",4.5,196 Ratings & 24 Reviews,2% off,196, 24 Reviews
37,"APPLE iPhone 14 Plus (Starlight, 128 GB)","₹87,400","₹89,900",4.5,196 Ratings & 24 Reviews,2% off,196, 24 Reviews
38,"APPLE iPhone 12 Mini (Green, 256 GB)","₹58,999","₹74,900",4.5,"1,18,327 Ratings & 9,450 Reviews",21% off,"1,18,327"," 9,450 Reviews"
39,"APPLE iPhone 13 (Pink, 256 GB)","₹74,999","₹79,900",4.7,"1,61,593 Ratings & 8,794 Reviews",6% off,"1,61,593"," 8,794 Reviews"
40,"APPLE iPhone 12 Mini (Black, 256 GB)","₹58,999","₹74,900",4.5,"1,18,327 Ratings & 9,450 Reviews",21% off,"1,18,327"," 9,450 Reviews"
41,"APPLE iPhone 12 Mini (Red, 256 GB)","₹58,999","₹74,900",4.5,"1,18,327 Ratings & 9,450 Reviews",21% off,"1,18,327"," 9,450 Reviews"
42,"APPLE iPhone 13 Pro Max (Alpine Green, 256 GB)","₹1,39,900",Same Price,4.6,"1,720 Ratings & 168 Reviews",No offer this product,"1,720", 168 Reviews
43,"APPLE iPhone 12 Mini (Green, 64 GB)","₹43,999","₹59,900",4.5,"1,18,327 Ratings & 9,450 Reviews",26% off,"1,18,327"," 9,450 Reviews"
44,"APPLE iPhone 13 (Midnight, 256 GB)","₹74,999","₹79,900",4.7,"1,61,593 Ratings & 8,794 Reviews",6% off,"1,61,593"," 8,794 Reviews"
45,"APPLE iPhone 14 Plus (Purple, 256 GB)","₹97,400","₹99,900",4.5,196 Ratings & 24 Reviews,2% off,196, 24 Reviews
46,"APPLE iPhone 14 (Purple, 128 GB)","₹77,400","₹79,900",4.6,484 Ratings & 32 Reviews,3% off,484, 32 Reviews
47,"APPLE iPhone 12 (Purple, 256 GB)","₹61,999","₹74,900",4.6,"1,84,694 Ratings & 12,596 Reviews",17% off,"1,84,694"," 12,596 Reviews"
48,"APPLE iPhone 14 (Midnight, 128 GB)","₹77,400","₹79,900",4.6,484 Ratings & 32 Reviews,3% off,484, 32 Reviews
49,"APPLE iPhone 14 (Blue, 128 GB)","₹77,400","₹79,900",4.6,484 Ratings & 32 Reviews,3% off,484, 32 Reviews
50,"APPLE iPhone 12 (Black, 256 GB)","₹61,999","₹74,900",4.6,"1,84,694 Ratings & 12,596 Reviews",17% off,"1,84,694"," 12,596 Reviews"
51,"APPLE iPhone 12 Mini (Purple, 64 GB)","₹43,999","₹59,900",4.5,"1,18,327 Ratings & 9,450 Reviews",26% off,"1,18,327"," 9,450 Reviews"
52,"APPLE iPhone 13 (Blue, 512 GB)","₹93,999","₹99,900",4.7,"1,61,593 Ratings & 8,794 Reviews",5% off,"1,61,593"," 8,794 Reviews"
53,"APPLE iPhone 14 ((PRODUCT)RED, 128 GB)","₹77,400","₹79,900",4.6,484 Ratings & 32 Reviews,3% off,484, 32 Reviews
54,"APPLE iPhone 14 ((PRODUCT)RED, 256 GB)","₹87,400","₹89,900",4.6,484 Ratings & 32 Reviews,2% off,484, 32 Reviews
55,"APPLE iPhone 14 (Starlight, 128 GB)","₹77,400","₹79,900",4.6,484 Ratings & 32 Reviews,3% off,484, 32 Reviews
56,"APPLE iPhone 12 (White, 256 GB)","₹61,999","₹74,900",4.6,"1,84,694 Ratings & 12,596 Reviews",17% off,"1,84,694"," 12,596 Reviews"
57,"APPLE iPhone 14 (Purple, 256 GB)","₹87,400","₹89,900",4.6,484 Ratings & 32 Reviews,2% off,484, 32 Reviews
58,"APPLE iPhone 13 Pro Max (Gold, 256 GB)","₹1,39,900",Same Price,4.6,"1,720 Ratings & 168 Reviews",No offer this product,"1,720", 168 Reviews
59,"APPLE iPhone 14 Plus (Blue, 256 GB)","₹97,400","₹99,900",4.5,196 Ratings & 24 Reviews,2% off,196, 24 Reviews
60,"APPLE iPhone 12 (Blue, 256 GB)","₹61,999","₹74,900",4.6,"1,84,694 Ratings & 12,596 Reviews",17% off,"1,84,694"," 12,596 Reviews"
61,"APPLE iPhone 14 Plus (Blue, 128 GB)","₹87,400","₹89,900",4.5,196 Ratings & 24 Reviews,2% off,196, 24 Reviews
62,"APPLE iPhone 12 (Blue, 128 GB)","₹53,999","₹64,900",4.6,"1,84,694 Ratings & 12,596 Reviews",16% off,"1,84,694"," 12,596 Reviews"
63,"APPLE iPhone 14 (Starlight, 256 GB)","₹87,400","₹89,900",4.6,484 Ratings & 32 Reviews,2% off,484, 32 Reviews
64,"APPLE iPhone 14 (Blue, 256 GB)","₹87,400","₹89,900",4.6,484 Ratings & 32 Reviews,2% off,484, 32 Reviews
65,"APPLE iPhone 14 Plus (Midnight, 128 GB)","₹87,400","₹89,900",4.5,196 Ratings & 24 Reviews,2% off,196, 24 Reviews
66,"APPLE iPhone 11 (Yellow, 64 GB)","₹40,999","₹43,900",4.6,"1,69,249 Ratings & 10,056 Reviews",6% off,"1,69,249"," 10,056 Reviews"
67,"APPLE iPhone 14 Plus (Purple, 128 GB)","₹87,400","₹89,900",4.5,196 Ratings & 24 Reviews,2% off,196, 24 Reviews
68,"APPLE iPhone 12 Mini (Purple, 256 GB)","₹58,999","₹74,900",4.5,"1,18,327 Ratings & 9,450 Reviews",21% off,"1,18,327"," 9,450 Reviews"
69,"APPLE iPhone 13 Mini (Blue, 128 GB)","₹58,990","₹64,900",4.5,"2,909 Ratings & 251 Reviews",9% off,"2,909", 251 Reviews
70,"APPLE iPhone 12 Mini (Blue, 256 GB)","₹58,999","₹74,900",4.5,"1,18,327 Ratings & 9,450 Reviews",21% off,"1,18,327"," 9,450 Reviews"
71,"APPLE iPhone 13 mini (Green, 512 GB)","₹79,990","₹94,900",4.5,"2,909 Ratings & 251 Reviews",15% off,"2,909", 251 Reviews
72,"APPLE iPhone 13 Mini (Pink, 512 GB)","₹79,990","₹94,900",4.5,"2,909 Ratings & 251 Reviews",15% off,"2,909", 251 Reviews
73,"APPLE iPhone 14 Plus (Midnight, 256 GB)","₹97,400","₹99,900",4.5,196 Ratings & 24 Reviews,2% off,196, 24 Reviews
74,"APPLE iPhone 13 (Midnight, 512 GB)","₹93,999","₹99,900",4.7,"1,61,593 Ratings & 8,794 Reviews",5% off,"1,61,593"," 8,794 Reviews"
75,"APPLE iPhone 13 (Starlight, 512 GB)","₹93,999","₹99,900",4.7,"1,61,593 Ratings & 8,794 Reviews",5% off,"1,61,593"," 8,794 Reviews"
76,"APPLE iPhone 14 (Midnight, 256 GB)","₹87,400","₹89,900",4.6,484 Ratings & 32 Reviews,2% off,484, 32 Reviews
77,"Apple iPhone XR ((PRODUCT)RED, 64 GB) (Includes EarPods, Power Adapter)","₹39,999","₹47,900",4.6,"1,00,548 Ratings & 8,570 Reviews",16% off,"1,00,548"," 8,570 Reviews"
78,"APPLE iPhone 13 Mini (Starlight, 512 GB)","₹79,990","₹94,900",4.5,"2,909 Ratings & 251 Reviews",15% off,"2,909", 251 Reviews
79,"APPLE iPhone SE (Black, 256 GB)","₹42,990","₹54,900",4.5,"1,53,514 Ratings & 12,048 Reviews",21% off,"1,53,514"," 12,048 Reviews"
80,"APPLE iPhone 13 Mini ((PRODUCT)RED, 512 GB)","₹79,990","₹94,900",4.5,"2,909 Ratings & 251 Reviews",15% off,"2,909", 251 Reviews
81,"APPLE iPhone 13 Mini (Blue, 512 GB)","₹79,990","₹94,900",4.5,"2,909 Ratings & 251 Reviews",15% off,"2,909", 251 Reviews
82,"APPLE iPhone 13 Pro (Graphite, 512 GB)","₹1,49,900",Same Price,4.6,"1,286 Ratings & 110 Reviews",No offer this product,"1,286", 110 Reviews
83,"APPLE iPhone 14 Plus ((PRODUCT)RED, 256 GB)","₹97,400","₹99,900",4.5,196 Ratings & 24 Reviews,2% off,196, 24 Reviews
84,"APPLE iPhone 12 Pro (Pacific Blue, 512 GB)","₹1,09,990","₹1,39,900",4.5,"1,147 Ratings & 82 Reviews",21% off,"1,147", 82 Reviews
85,"APPLE iPhone SE (Red, 128 GB)","₹34,990","₹44,900",4.5,"1,53,514 Ratings & 12,048 Reviews",22% off,"1,53,514"," 12,048 Reviews"
86,"APPLE iPhone SE (Red, 256 GB)","₹42,990","₹54,900",4.5,"1,53,514 Ratings & 12,048 Reviews",21% off,"1,53,514"," 12,048 Reviews"
87,"APPLE iPhone 13 ((PRODUCT)RED, 512 GB)","₹93,999","₹99,900",4.7,"1,61,593 Ratings & 8,794 Reviews",5% off,"1,61,593"," 8,794 Reviews"
88,"APPLE iPhone SE (White, 256 GB)","₹42,990","₹54,900",4.5,"1,53,514 Ratings & 12,048 Reviews",21% off,"1,53,514"," 12,048 Reviews"
89,"APPLE iPhone 13 (Pink, 512 GB)","₹93,999","₹99,900",4.7,"1,61,593 Ratings & 8,794 Reviews",5% off,"1,61,593"," 8,794 Reviews"
90,"APPLE iPhone SE (Black, 128 GB)","₹34,990","₹44,900",4.5,"1,53,514 Ratings & 12,048 Reviews",22% off,"1,53,514"," 12,048 Reviews"
91,"APPLE iPhone 13 Pro (Silver, 128 GB)","₹1,19,900",Same Price,4.6,"1,286 Ratings & 110 Reviews",No offer this product,"1,286", 110 Reviews
92,"APPLE iPhone 13 Pro Max (Sierra Blue, 128 GB)","₹1,29,900",Same Price,4.6,"1,720 Ratings & 168 Reviews",No offer this product,"1,720", 168 Reviews
93,"APPLE iPhone 12 Pro (Silver, 512 GB)","₹1,09,990","₹1,39,900",4.5,"1,147 Ratings & 82 Reviews",21% off,"1,147", 82 Reviews
94,"APPLE iPhone 13 Pro Max (Alpine Green, 1 TB)","₹1,79,900",Same Price,4.6,"1,720 Ratings & 168 Reviews",No offer this product,"1,720", 168 Reviews
95,"APPLE iPhone 12 Pro (Graphite, 512 GB)","₹1,09,990","₹1,39,900",4.5,"1,147 Ratings & 82 Reviews",21% off,"1,147", 82 Reviews
96,"APPLE iPhone SE (3rd Gen) (Product (Red), 64 GB)","₹47,990","₹49,900",4.3,577 Ratings & 77 Reviews,3% off,577, 77 Reviews
97,"APPLE iPhone 13 Mini (Pink, 128 GB)","₹58,990","₹64,900",4.5,"2,909 Ratings & 251 Reviews",9% off,"2,909", 251 Reviews
98,"APPLE iPhone 13 (Green, 512 GB)","₹93,999","₹99,900",4.7,"1,61,593 Ratings & 8,794 Reviews",5% off,"1,61,593"," 8,794 Reviews"
99,"APPLE iPhone XR ((PRODUCT)RED, 64 GB)","₹39,999","₹47,900",4.6,"1,00,548 Ratings & 8,570 Reviews",16% off,"1,00,548"," 8,570 Reviews"
100,"APPLE iPhone 14 Pro (Deep Purple, 128 GB)","₹1,29,900",Same Price,4.8,341 Ratings & 29 Reviews,No offer this product,341, 29 Reviews
101,"APPLE iPhone 12 Pro (Gold, 128 GB)","₹99,990","₹1,09,900",4.5,"1,147 Ratings & 82 Reviews",9% off,"1,147", 82 Reviews
102,"APPLE iPhone 14 (Midnight, 512 GB)","₹1,07,400","₹1,09,900",4.6,484 Ratings & 32 Reviews,2% off,484, 32 Reviews
103,"APPLE iPhone 13 Pro (Graphite, 256 GB)","₹1,29,900",Same Price,4.6,"1,286 Ratings & 110 Reviews",No offer this product,"1,286", 110 Reviews
104,"APPLE iPhone 13 Pro (Alpine Green, 128 GB)","₹1,19,900",Same Price,4.6,"1,286 Ratings & 110 Reviews",No offer this product,"1,286", 110 Reviews
